emp_no,first_name,last_name,salary,to_date,title
12717,Tzu,Jiafu,53194,9999-01-01,Staff
12722,Elliott,Cheshire,62325,9999-01-01,Senior Staff
12726,Fumitake,Panwar,61177,9999-01-01,Senior Engineer
12729,Nahla,Rahier,51796,9999-01-01,Engineer
12729,Nahla,Rahier,51796,9999-01-01,Senior Engineer
12731,Yongmao,Waymire,40000,9999-01-01,Senior Staff
12732,Mara,Takanami,74436,9999-01-01,Senior Staff
12734,Gil,Frijda,40000,9999-01-01,Senior Engineer
12755,Rildo,Rodite,40196,9999-01-01,Senior Staff
12755,Rildo,Rodite,40196,9999-01-01,Staff
12773,Jenwei,Lovengreen,65556,9999-01-01,Engineer
12773,Jenwei,Lovengreen,65556,9999-01-01,Senior Engineer
12790,Gunilla,Perl,87760,9999-01-01,Senior Staff
12790,Gunilla,Perl,87760,9999-01-01,Staff
12795,Masoud,Fordan,56969,9999-01-01,Senior Staff
12795,Masoud,Fordan,56969,9999-01-01,Staff
12798,Lillian,Beeson,81145,9999-01-01,Senior Staff
12798,Lillian,Beeson,81145,9999-01-01,Staff
12803,Gad,Boissier,91789,9999-01-01,Senior Staff
12803,Gad,Boissier,91789,9999-01-01,Staff
12815,Sushant,Junot,65073,9999-01-01,Senior Staff
12815,Sushant,Junot,65073,9999-01-01,Staff
12819,Mountaz,Gubsky,48455,9999-01-01,Engineer
12819,Mountaz,Gubsky,48455,9999-01-01,Senior Engineer
12848,Kazuhide,Smeets,40000,9999-01-01,Engineer
12863,Leif,Matheson,62803,9999-01-01,Engineer
12863,Leif,Matheson,62803,9999-01-01,Senior Engineer
12872,Marl,Schmittgen,56040,9999-01-01,Senior Staff
12872,Marl,Schmittgen,56040,9999-01-01,Staff
12879,Baruch,Eugenio,40000,9999-01-01,Engineer
12879,Baruch,Eugenio,40000,9999-01-01,Senior Engineer
12890,Neven,Casley,66803,9999-01-01,Senior Staff
12893,Licheng,Crouzet,50803,9999-01-01,Senior Staff
12893,Licheng,Crouzet,50803,9999-01-01,Staff
12895,Roddy,Serot,40000,9999-01-01,Senior Engineer
12905,Munehiro,Gecsei,58659,9999-01-01,Engineer
12905,Munehiro,Gecsei,58659,9999-01-01,Senior Engineer
12926,Heekeun,Luby,68314,9999-01-01,Senior Staff
12926,Heekeun,Luby,68314,9999-01-01,Staff
12940,Odinaldo,Farrar,49760,9999-01-01,Engineer
12940,Odinaldo,Farrar,49760,9999-01-01,Senior Engineer
12941,Tommaso,Perelgut,67069,9999-01-01,Engineer
12941,Tommaso,Perelgut,67069,9999-01-01,Senior Engineer
12949,Geoff,Asrin,40000,9999-01-01,Engineer
12949,Geoff,Asrin,40000,9999-01-01,Senior Engineer
12977,Byong,Markovitch,61326,9999-01-01,Engineer
12977,Byong,Markovitch,61326,9999-01-01,Senior Engineer
12983,Elliott,Hambrick,57252,9999-01-01,Staff
13030,Yahiko,Kroll,51770,9999-01-01,Senior Staff
13030,Yahiko,Kroll,51770,9999-01-01,Staff
13046,Vivian,Stafford,40000,9999-01-01,Senior Staff
13047,Atilio,Chelton,52323,9999-01-01,Engineer
13047,Atilio,Chelton,52323,9999-01-01,Senior Engineer
13075,Rosella,Morrin,40000,9999-01-01,Senior Staff
13075,Rosella,Morrin,40000,9999-01-01,Staff
13076,Deniz,Skafidas,50582,9999-01-01,Engineer
13096,Ibibia,Armand,52544,9999-01-01,Engineer
13096,Ibibia,Armand,52544,9999-01-01,Senior Engineer
13103,Srinidhi,Ellozy,40000,9999-01-01,Senior Engineer
13124,Quingbo,Garnick,73785,9999-01-01,Senior Staff
13133,Guther,Senzako,67777,9999-01-01,Senior Staff
13133,Guther,Senzako,67777,9999-01-01,Staff
13134,Lorien,Chepyzhov,51227,9999-01-01,Engineer
13134,Lorien,Chepyzhov,51227,9999-01-01,Senior Engineer
13144,Persi,Nollmann,52825,9999-01-01,Senior Staff
13144,Persi,Nollmann,52825,9999-01-01,Staff
13146,Haldon,Erie,61398,9999-01-01,Senior Staff
13147,Shichao,Ginesta,77429,9999-01-01,Senior Staff
13147,Shichao,Ginesta,77429,9999-01-01,Staff
13156,Akeel,Millington,48285,9999-01-01,Engineer
13156,Akeel,Millington,48285,9999-01-01,Senior Engineer
13165,Lucian,Benner,42796,9999-01-01,Engineer
13165,Lucian,Benner,42796,9999-01-01,Senior Engineer
13168,Munir,Stentiford,49210,9999-01-01,Engineer
13168,Munir,Stentiford,49210,9999-01-01,Senior Engineer
13170,Cheong,Bernardeschi,49012,9999-01-01,Senior Staff
13170,Cheong,Bernardeschi,49012,9999-01-01,Staff
13171,Anoosh,Birnbaum,40000,9999-01-01,Engineer
13171,Anoosh,Birnbaum,40000,9999-01-01,Senior Engineer
13173,Arve,Horswill,46354,9999-01-01,Senior Staff
13173,Arve,Horswill,46354,9999-01-01,Staff
13179,Moty,Janocha,90233,9999-01-01,Staff
13182,Kokou,Rodite,46832,9999-01-01,Engineer
13186,Kyoichi,Barbanera,93138,9999-01-01,Senior Staff
13186,Kyoichi,Barbanera,93138,9999-01-01,Staff
13192,Rosita,Flowers,43986,9999-01-01,Technique Leader
13202,Aram,Scharstein,51915,9999-01-01,Senior Staff
13202,Aram,Scharstein,51915,9999-01-01,Staff
13210,Jianhua,Klassen,83961,9999-01-01,Senior Staff
13210,Jianhua,Klassen,83961,9999-01-01,Staff
13213,Hein,Billawala,61131,9999-01-01,Senior Staff
13213,Hein,Billawala,61131,9999-01-01,Staff
13232,Mitchel,Fujisaki,40000,9999-01-01,Technique Leader
13233,Alselm,Chvatal,49414,9999-01-01,Engineer
13233,Alselm,Chvatal,49414,9999-01-01,Senior Engineer
13238,Ebru,Foote,40000,9999-01-01,Senior Staff
13238,Ebru,Foote,40000,9999-01-01,Staff
13240,King,Pileggi,49018,9999-01-01,Engineer
13240,King,Pileggi,49018,9999-01-01,Senior Engineer
13250,Zeydy,Schusler,47829,9999-01-01,Assistant Engineer
13250,Zeydy,Schusler,47829,9999-01-01,Engineer
13250,Zeydy,Schusler,47829,9999-01-01,Senior Engineer
13272,Arun,Jiang,40000,9999-01-01,Senior Staff
13276,Yechiam,Seuren,65836,9999-01-01,Senior Staff
13276,Yechiam,Seuren,65836,9999-01-01,Staff
13288,Muneo,Broomell,40000,9999-01-01,Senior Staff
13288,Muneo,Broomell,40000,9999-01-01,Staff
13291,Georg,Stamatiou,54720,9999-01-01,Engineer
13291,Georg,Stamatiou,54720,9999-01-01,Senior Engineer
13302,Mack,Alencar,40000,9999-01-01,Engineer
13302,Mack,Alencar,40000,9999-01-01,Senior Engineer
13315,Sakthirel,Stroustrup,40000,9999-01-01,Engineer
13315,Sakthirel,Stroustrup,40000,9999-01-01,Senior Engineer
13332,Nidapan,Pearson,40000,9999-01-01,Assistant Engineer
13332,Nidapan,Pearson,40000,9999-01-01,Engineer
13332,Nidapan,Pearson,40000,9999-01-01,Senior Engineer
13333,Yoshinari,Hennebert,50997,9999-01-01,Assistant Engineer
13333,Yoshinari,Hennebert,50997,9999-01-01,Engineer
13341,Bodh,Doering,40000,9999-01-01,Senior Staff
13341,Bodh,Doering,40000,9999-01-01,Staff
13343,Heon,Usery,40000,9999-01-01,Senior Staff
13343,Heon,Usery,40000,9999-01-01,Staff
13368,Kiyokazu,Klassen,52872,9999-01-01,Staff
13371,Nakhoon,Riexinger,40000,9999-01-01,Senior Engineer
13373,Juichirou,Naumovich,82749,9999-01-01,Senior Staff
13373,Juichirou,Naumovich,82749,9999-01-01,Staff
13385,Claudi,Buchter,40000,9999-01-01,Senior Staff
13386,Khosrow,Sgarro,91420,9999-01-01,Technique Leader
13389,Divine,Cmelik,40000,9999-01-01,Senior Staff
13392,Fumitake,Beidas,69221,9999-01-01,Senior Staff
13392,Fumitake,Beidas,69221,9999-01-01,Staff
13396,Chuanyi,Aumann,40000,9999-01-01,Senior Staff
13402,Augustine,Dulli,40000,9999-01-01,Engineer
13405,Randy,Baba,60799,9999-01-01,Senior Staff
13407,Gio,Chenoweth,60348,9999-01-01,Engineer
13407,Gio,Chenoweth,60348,9999-01-01,Senior Engineer
13408,Sreekrishna,Lagarias,52479,9999-01-01,Engineer
13408,Sreekrishna,Lagarias,52479,9999-01-01,Senior Engineer
13415,Nathalie,Speer,61838,9999-01-01,Technique Leader
13422,Vishwani,Gerlach,59466,9999-01-01,Engineer
13422,Vishwani,Gerlach,59466,9999-01-01,Senior Engineer
13442,Giordano,Miake,40000,9999-01-01,Senior Staff
13442,Giordano,Miake,40000,9999-01-01,Staff
13443,Mayuko,Puppo,40000,9999-01-01,Engineer
13443,Mayuko,Puppo,40000,9999-01-01,Senior Engineer
13445,Renee,Dehkordi,53194,9999-01-01,Engineer
13451,Gretta,Weiland,40000,9999-01-01,Senior Staff
13451,Gretta,Weiland,40000,9999-01-01,Staff
13457,Shooichi,Parfitt,40812,9999-01-01,Engineer
13457,Shooichi,Parfitt,40812,9999-01-01,Senior Engineer
13458,Feipei,Nivat,41375,9999-01-01,Engineer
13458,Feipei,Nivat,41375,9999-01-01,Senior Engineer
13463,Theron,Berstel,40000,9999-01-01,Engineer
13463,Theron,Berstel,40000,9999-01-01,Senior Engineer
13465,Sasan,Rehfuss,49821,9999-01-01,Engineer
13493,Uinam,Jullig,40000,9999-01-01,Engineer
13493,Uinam,Jullig,40000,9999-01-01,Senior Engineer
13504,Parto,Mandell,41895,9999-01-01,Assistant Engineer
13504,Parto,Mandell,41895,9999-01-01,Engineer
13524,Chaoyi,Porotnikoff,52849,9999-01-01,Senior Staff
13524,Chaoyi,Porotnikoff,52849,9999-01-01,Staff
13535,Arunas,Schlenzig,40000,9999-01-01,Assistant Engineer
13535,Arunas,Schlenzig,40000,9999-01-01,Engineer
13535,Arunas,Schlenzig,40000,9999-01-01,Senior Engineer
13546,Aimee,Brookner,50295,9999-01-01,Engineer
13546,Aimee,Brookner,50295,9999-01-01,Senior Engineer
13549,Matk,Koprowski,40000,9999-01-01,Technique Leader
13552,Ingmar,Capobianchi,73346,9999-01-01,Senior Staff
13552,Ingmar,Capobianchi,73346,9999-01-01,Staff
13576,Jungsoon,Engberts,73022,9999-01-01,Senior Staff
13576,Jungsoon,Engberts,73022,9999-01-01,Staff
13605,Dmitry,Encarnacion,70404,9999-01-01,Senior Staff
13605,Dmitry,Encarnacion,70404,9999-01-01,Staff
13621,Fei,Haddadi,73192,9999-01-01,Assistant Engineer
13621,Fei,Haddadi,73192,9999-01-01,Engineer
13624,Zhigen,Yurek,40000,9999-01-01,Senior Staff
13624,Zhigen,Yurek,40000,9999-01-01,Staff
13629,Dzung,Trelles,40000,9999-01-01,Engineer
13629,Dzung,Trelles,40000,9999-01-01,Senior Engineer
13648,Zejun,Lamba,47723,9999-01-01,Technique Leader
13653,Kristen,Iivonen,53242,9999-01-01,Senior Staff
13653,Kristen,Iivonen,53242,9999-01-01,Staff
13670,Moti,Takanami,40000,9999-01-01,Senior Engineer
13680,Denny,Speer,46968,9999-01-01,Staff
13685,Weicheng,Hockney,48322,9999-01-01,Engineer
13685,Weicheng,Hockney,48322,9999-01-01,Senior Engineer
13697,Shuichi,Weedon,40000,9999-01-01,Technique Leader
13704,Vishu,Kumaresan,40000,9999-01-01,Engineer
13704,Vishu,Kumaresan,40000,9999-01-01,Senior Engineer
13721,Sugwoo,Delgrossi,64754,9999-01-01,Senior Staff
13721,Sugwoo,Delgrossi,64754,9999-01-01,Staff
13727,Vitali,Merey,50798,9999-01-01,Staff
13738,Bangqing,Mitchem,48349,9999-01-01,Engineer
13766,Tremaine,Heemskerk,43748,9999-01-01,Senior Staff
13769,Yakichi,Trogemann,61025,9999-01-01,Senior Staff
13775,Arve,Maierhofer,70161,9999-01-01,Senior Staff
13775,Arve,Maierhofer,70161,9999-01-01,Staff
13786,Takushi,Berendt,74494,9999-01-01,Senior Staff
13786,Takushi,Berendt,74494,9999-01-01,Staff
13787,Xiaobin,Sinicrope,40000,9999-01-01,Engineer
13787,Xiaobin,Sinicrope,40000,9999-01-01,Senior Engineer
13792,Valery,Sury,59127,9999-01-01,Senior Staff
13792,Valery,Sury,59127,9999-01-01,Staff
13796,Paloma,Thorelli,50962,9999-01-01,Engineer
13809,Kiyotoshi,Basagni,43735,9999-01-01,Senior Staff
13809,Kiyotoshi,Basagni,43735,9999-01-01,Staff
13815,Guadalupe,Plotkin,40000,9999-01-01,Engineer
13815,Guadalupe,Plotkin,40000,9999-01-01,Senior Engineer
13825,Arlette,Pell,54704,9999-01-01,Technique Leader
13841,Christophe,Spinelli,52277,9999-01-01,Technique Leader
13842,Juichirou,Cichocki,40000,9999-01-01,Senior Staff
13842,Juichirou,Cichocki,40000,9999-01-01,Staff
13846,Guiseppe,Welham,61097,9999-01-01,Senior Staff
13853,Mingsen,Roohalamini,61615,9999-01-01,Senior Staff
13859,Anoosh,Fujisawa,40000,9999-01-01,Engineer
13859,Anoosh,Fujisawa,40000,9999-01-01,Senior Engineer
13884,Kensei,Swift,44785,9999-01-01,Engineer
13894,Ult,Schonegge,48958,9999-01-01,Assistant Engineer
13894,Ult,Schonegge,48958,9999-01-01,Engineer
13904,Youngkon,Cairo,73885,9999-01-01,Senior Engineer
13934,Shiv,Bratsberg,46507,9999-01-01,Senior Engineer
13942,Elzbieta,Esteva,40000,9999-01-01,Technique Leader
13951,Mooi,Genther,82054,9999-01-01,Senior Staff
13951,Mooi,Genther,82054,9999-01-01,Staff
13960,Nechama,Hettesheimer,43204,9999-01-01,Senior Staff
13962,Maris,Ghelli,67965,9999-01-01,Senior Engineer
13966,Boguslaw,Cooman,40000,9999-01-01,Senior Staff
13969,Jianwen,Chandrasekhar,60392,9999-01-01,Technique Leader
13990,Deborah,Schapiro,52723,9999-01-01,Assistant Engineer
13990,Deborah,Schapiro,52723,9999-01-01,Engineer
13992,Ulises,Kenevan,81318,9999-01-01,Senior Staff
13992,Ulises,Kenevan,81318,9999-01-01,Staff
13999,Florian,Crouzet,40000,9999-01-01,Senior Staff
13999,Florian,Crouzet,40000,9999-01-01,Staff
14005,Vojin,Stellhorn,40000,9999-01-01,Technique Leader
14015,Manibrata,Picaronny,63084,9999-01-01,Senior Engineer
14034,Aloys,Seghrouchni,69700,9999-01-01,Senior Staff
14034,Aloys,Seghrouchni,69700,9999-01-01,Staff
14041,Shan,DeMori,63235,9999-01-01,Senior Staff
14041,Shan,DeMori,63235,9999-01-01,Staff
14067,Godehard,Trachtenberg,44669,9999-01-01,Engineer
14067,Godehard,Trachtenberg,44669,9999-01-01,Senior Engineer
14088,Mori,Leslie,44821,9999-01-01,Senior Staff
14088,Mori,Leslie,44821,9999-01-01,Staff
14107,Xiahua,Rindone,82396,9999-01-01,Senior Staff
14107,Xiahua,Rindone,82396,9999-01-01,Staff
14111,Leszek,Cummings,52696,9999-01-01,Senior Staff
14111,Leszek,Cummings,52696,9999-01-01,Staff
14118,Kasturi,Anido,46248,9999-01-01,Senior Staff
14167,Adas,Hertweck,40000,9999-01-01,Engineer
14167,Adas,Hertweck,40000,9999-01-01,Senior Engineer
14191,Jiann,Luby,40155,9999-01-01,Engineer
14191,Jiann,Luby,40155,9999-01-01,Senior Engineer
14209,Masanao,Kusakabe,40000,9999-01-01,Senior Staff
14220,Tomofumi,Pargas,68017,9999-01-01,Senior Engineer
14232,Masali,Bojadziev,50568,9999-01-01,Engineer
14232,Masali,Bojadziev,50568,9999-01-01,Senior Engineer
14236,Xuedong,Angiulli,40000,9999-01-01,Senior Staff
14237,Abdulla,Gerlach,57219,9999-01-01,Engineer
14237,Abdulla,Gerlach,57219,9999-01-01,Senior Engineer
14242,Sudhanshu,Benaini,40000,9999-01-01,Senior Staff
14242,Sudhanshu,Benaini,40000,9999-01-01,Staff
14257,Kwok,Massonet,40000,9999-01-01,Staff
14290,Miyeon,Olivero,78736,9999-01-01,Senior Engineer
14292,Susanna,Vigier,41846,9999-01-01,Senior Staff
14292,Susanna,Vigier,41846,9999-01-01,Staff
14298,Chriss,Granlund,40000,9999-01-01,Engineer
14298,Chriss,Granlund,40000,9999-01-01,Senior Engineer
14310,Marlo,Leuchs,40000,9999-01-01,Senior Staff
14320,Sreenivas,Schaar,40000,9999-01-01,Engineer
14320,Sreenivas,Schaar,40000,9999-01-01,Senior Engineer
14322,Shem,Kakkad,50363,9999-01-01,Engineer
14323,Golgen,Leslie,40000,9999-01-01,Staff
14340,Vitaly,Wixon,42858,9999-01-01,Engineer
14340,Vitaly,Wixon,42858,9999-01-01,Senior Engineer
14344,Otilia,Buescher,41979,9999-01-01,Technique Leader
14354,Mong,Bojadziev,40000,9999-01-01,Senior Staff
14354,Mong,Bojadziev,40000,9999-01-01,Staff
14360,Janche,Erbe,43476,9999-01-01,Senior Staff
14372,Saniya,Srimani,57667,9999-01-01,Engineer
14384,Tomofumi,Holburn,58260,9999-01-01,Technique Leader
14422,Toshimo,Gadepally,59001,9999-01-01,Engineer
14422,Toshimo,Gadepally,59001,9999-01-01,Senior Engineer
14434,Elvis,Maginnis,40000,9999-01-01,Technique Leader
14439,Raimond,Woycyznski,80654,9999-01-01,Engineer
14439,Raimond,Woycyznski,80654,9999-01-01,Senior Engineer
14460,Yagil,Lueh,56267,9999-01-01,Engineer
14460,Yagil,Lueh,56267,9999-01-01,Senior Engineer
14478,Munehiro,Boissier,40000,9999-01-01,Senior Staff
14481,Moti,Lammel,40000,9999-01-01,Engineer
14481,Moti,Lammel,40000,9999-01-01,Senior Engineer
14483,Supot,Marrevee,40000,9999-01-01,Senior Engineer
14486,Indrajit,Birdsall,40000,9999-01-01,Engineer
14486,Indrajit,Birdsall,40000,9999-01-01,Senior Engineer
14498,Xiong,Selenyi,40000,9999-01-01,Senior Staff
14498,Xiong,Selenyi,40000,9999-01-01,Staff
14501,Taizo,Kroft,63646,9999-01-01,Technique Leader
14509,Danil,Aloia,40000,9999-01-01,Senior Staff
14509,Danil,Aloia,40000,9999-01-01,Staff
14513,Samphel,Barreiro,83273,9999-01-01,Senior Staff
14515,Kazuhisa,Versino,61645,9999-01-01,Engineer
14515,Kazuhisa,Versino,61645,9999-01-01,Senior Engineer
14516,Kristian,Underwood,73262,9999-01-01,Senior Staff
14518,Patricia,Peir,64238,9999-01-01,Engineer
14522,Chuanyi,Ranta,40000,9999-01-01,Senior Staff
14537,Babette,Engelmann,48332,9999-01-01,Engineer
14537,Babette,Engelmann,48332,9999-01-01,Senior Engineer
14552,Ibibia,Snyers,40000,9999-01-01,Engineer
14552,Ibibia,Snyers,40000,9999-01-01,Senior Engineer
14556,Fatemeh,Zultner,40000,9999-01-01,Assistant Engineer
14556,Fatemeh,Zultner,40000,9999-01-01,Engineer
14560,Elrique,Driscoll,62770,9999-01-01,Engineer
14560,Elrique,Driscoll,62770,9999-01-01,Senior Engineer
14581,Gao,Condotta,59499,9999-01-01,Engineer
14581,Gao,Condotta,59499,9999-01-01,Senior Engineer
14582,Kiyokazu,Morrin,40000,9999-01-01,Senior Engineer
14600,Jayson,Cairo,41352,9999-01-01,Senior Staff
14603,Lech,Marquardt,55369,9999-01-01,Engineer
14603,Lech,Marquardt,55369,9999-01-01,Senior Engineer
14607,Suzette,Selvestrel,67813,9999-01-01,Staff
14620,Jianhua,Erev,53303,9999-01-01,Engineer
14620,Jianhua,Erev,53303,9999-01-01,Senior Engineer
14621,Souichi,Wixon,66404,9999-01-01,Senior Staff
14621,Souichi,Wixon,66404,9999-01-01,Staff
14632,Gudjon,McClurg,40000,9999-01-01,Assistant Engineer
14632,Gudjon,McClurg,40000,9999-01-01,Engineer
14632,Gudjon,McClurg,40000,9999-01-01,Senior Engineer
14639,Arvind,Hempstead,79405,9999-01-01,Senior Staff
14639,Arvind,Hempstead,79405,9999-01-01,Staff
14640,Toshimori,Kornatzky,42662,9999-01-01,Engineer
14640,Toshimori,Kornatzky,42662,9999-01-01,Senior Engineer
14642,Florian,Kuhnemann,54553,9999-01-01,Engineer
14642,Florian,Kuhnemann,54553,9999-01-01,Senior Engineer
14645,Laurentiu,Glinert,45647,9999-01-01,Engineer
14645,Laurentiu,Glinert,45647,9999-01-01,Senior Engineer
14648,IEEE,Lorys,89209,9999-01-01,Senior Staff
14648,IEEE,Lorys,89209,9999-01-01,Staff
14659,Sashi,Adachi,40926,9999-01-01,Engineer
14659,Sashi,Adachi,40926,9999-01-01,Senior Engineer
14675,Teunis,Angel,40000,9999-01-01,Senior Staff
14677,Herbert,Sifakis,40000,9999-01-01,Senior Engineer
14683,Alois,Basart,41107,9999-01-01,Engineer
14683,Alois,Basart,41107,9999-01-01,Senior Engineer
14690,Yechezkel,Bellone,40000,9999-01-01,Engineer
14690,Yechezkel,Bellone,40000,9999-01-01,Senior Engineer
14693,Brewster,Stranks,59960,9999-01-01,Senior Staff
14693,Brewster,Stranks,59960,9999-01-01,Staff
14710,Mahmut,Hainaut,40341,9999-01-01,Senior Staff
14723,Constantino,Assaf,40000,9999-01-01,Senior Staff
14723,Constantino,Assaf,40000,9999-01-01,Staff
14724,Aron,Lemarechal,66530,9999-01-01,Senior Staff
14724,Aron,Lemarechal,66530,9999-01-01,Staff
14780,Marlo,Bruckman,51232,9999-01-01,Senior Engineer
14785,Zhonghua,Kaiser,46936,9999-01-01,Senior Engineer
14793,Stein,Uchoa,47045,9999-01-01,Engineer
14814,Odysseas,Nishimukai,40000,9999-01-01,Senior Staff
14814,Odysseas,Nishimukai,40000,9999-01-01,Staff
14817,Gaurav,Masaki,41203,9999-01-01,Engineer
14817,Gaurav,Masaki,41203,9999-01-01,Senior Engineer
14821,Oguz,Kilgore,42545,9999-01-01,Engineer
14839,Changho,Cronin,40000,9999-01-01,Engineer
14839,Changho,Cronin,40000,9999-01-01,Senior Engineer
14853,Taiji,Nergos,58311,9999-01-01,Engineer
14853,Taiji,Nergos,58311,9999-01-01,Senior Engineer
14877,Arto,Meriste,40000,9999-01-01,Engineer
14877,Arto,Meriste,40000,9999-01-01,Senior Engineer
14879,Anyuan,Sigstam,54322,9999-01-01,Engineer
14879,Anyuan,Sigstam,54322,9999-01-01,Senior Engineer
14888,Temple,Barriga,60916,9999-01-01,Senior Staff
14899,Alejandro,Casley,64365,9999-01-01,Senior Staff
14899,Alejandro,Casley,64365,9999-01-01,Staff
14906,Adil,Parveen,54758,9999-01-01,Senior Staff
14906,Adil,Parveen,54758,9999-01-01,Staff
14908,Kerhong,Flanders,40000,9999-01-01,Engineer
14908,Kerhong,Flanders,40000,9999-01-01,Senior Engineer
14909,Mohan,Kamble,40000,9999-01-01,Engineer
14909,Mohan,Kamble,40000,9999-01-01,Senior Engineer
14911,Xiaobin,Chelton,62738,9999-01-01,Engineer
14911,Xiaobin,Chelton,62738,9999-01-01,Senior Engineer
14914,Gretta,Benzaken,40000,9999-01-01,Engineer
14915,Huican,Picco,40733,9999-01-01,Engineer
14923,Shuzo,Gyorkos,40000,9999-01-01,Technique Leader
14928,Satoru,Mukaidono,53377,9999-01-01,Senior Staff
14941,Nathan,Lichtner,43608,9999-01-01,Engineer
14941,Nathan,Lichtner,43608,9999-01-01,Senior Engineer
14942,Heon,Benveniste,40000,9999-01-01,Engineer
14942,Heon,Benveniste,40000,9999-01-01,Senior Engineer
14949,Insup,Reinhart,44930,9999-01-01,Engineer
14949,Insup,Reinhart,44930,9999-01-01,Senior Engineer
14954,Fox,Magliocco,43510,9999-01-01,Senior Engineer
14971,Fan,Simmen,55187,9999-01-01,Senior Staff
14983,Hyuckchul,Pouyioutas,86754,9999-01-01,Senior Staff
14983,Hyuckchul,Pouyioutas,86754,9999-01-01,Staff
14993,Sanjay,Koblitz,45407,9999-01-01,Engineer
14993,Sanjay,Koblitz,45407,9999-01-01,Senior Engineer
15005,Kiam,Sadowsky,50368,9999-01-01,Engineer
15005,Kiam,Sadowsky,50368,9999-01-01,Senior Engineer
15016,Woody,Gulik,40000,9999-01-01,Senior Staff
15018,Ramalingam,Prenel,40668,9999-01-01,Senior Staff
15018,Ramalingam,Prenel,40668,9999-01-01,Staff
15019,Qingxiang,Shokrollahi,41721,9999-01-01,Engineer
15019,Qingxiang,Shokrollahi,41721,9999-01-01,Senior Engineer
15029,Giordano,Koshino,40000,9999-01-01,Senior Staff
15029,Giordano,Koshino,40000,9999-01-01,Staff
15030,Rasikan,Nourani,40000,9999-01-01,Senior Staff
15036,Ziva,Delgrande,40000,9999-01-01,Senior Engineer
15049,Khun,Waymire,40000,9999-01-01,Senior Staff
15052,Flemming,Kranzdorf,40630,9999-01-01,Senior Engineer
15055,Shrikanth,Sherertz,40000,9999-01-01,Senior Staff
15055,Shrikanth,Sherertz,40000,9999-01-01,Staff
15066,Tomokazu,Oaver,43455,9999-01-01,Engineer
15066,Tomokazu,Oaver,43455,9999-01-01,Senior Engineer
15069,Manton,Siksek,40000,9999-01-01,Technique Leader
15071,Ayonca,Couchot,97484,9999-01-01,Senior Staff
15071,Ayonca,Couchot,97484,9999-01-01,Staff
15075,Radoslaw,Rijsenbrij,40000,9999-01-01,Engineer
15075,Radoslaw,Rijsenbrij,40000,9999-01-01,Senior Engineer
15077,Toshiki,Taubenfeld,40000,9999-01-01,Senior Engineer
15082,Guadalupe,Zirintsis,63024,9999-01-01,Technique Leader
15087,Chirstian,Ushiama,40000,9999-01-01,Engineer
15087,Chirstian,Ushiama,40000,9999-01-01,Senior Engineer
15089,Giri,Coney,48594,9999-01-01,Engineer
15089,Giri,Coney,48594,9999-01-01,Senior Engineer
15092,Remmert,Bahi,40000,9999-01-01,Senior Staff
15102,Luigi,Axelband,40374,9999-01-01,Engineer
15102,Luigi,Axelband,40374,9999-01-01,Senior Engineer
15105,Sudhanshu,Itzigehl,75800,9999-01-01,Senior Staff
15105,Sudhanshu,Itzigehl,75800,9999-01-01,Staff
15114,Pantung,Honglei,40000,9999-01-01,Engineer
15134,Arun,Luiz,62752,9999-01-01,Senior Staff
15134,Arun,Luiz,62752,9999-01-01,Staff
15145,Haldon,Servieres,51443,9999-01-01,Engineer
15145,Haldon,Servieres,51443,9999-01-01,Senior Engineer
15151,Urs,Pouyioutas,61253,9999-01-01,Senior Staff
15151,Urs,Pouyioutas,61253,9999-01-01,Staff
